file_name,batch_name,cell_uid,cell_local_id,cycle,cycle_life,charging_policy,QDischarge,QCharge,IR,Tmax,Tavg,Tmin,chargetime,was_imputed
2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,2017-05-12_cell_000,0,1,1190.0,3.6C(80%)-3.6C,1.0706892,1.0710422,0.016742354,35.652016,31.875010776448963,29.56613,,True
2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,2017-05-12_cell_000,0,2,1190.0,3.6C(80%)-3.6C,1.0706892,1.0710422,0.016742354,35.652016,31.875010776448963,29.56613,13.341250000000006,False
2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,2017-05-12_cell_000,0,3,1190.0,3.6C(80%)-3.6C,1.0719005,1.0716741,0.016724309,35.692978,31.931490327663376,29.604385,13.42577666666666,False
2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,2017-05-12_cell_000,0,4,1190.0,3.6C(80%)-3.6C,1.0725095,1.0723044,0.016681245,35.680588,31.9326034757631,29.744202,13.425166666666671,False
2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,2017-05-12_cell_000,0,5,1190.0,3.6C(80%)-3.6C,1.073174,1.07297,0.016661867,35.658942,31.95932155887516,29.644709,13.34144166666665,True
2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,2017-05-12_cell_000,0,6,1190.0,3.6C(80%)-3.6C,1.0735761,1.0734913,0.016623382,35.637296,31.96106185480935,29.752932,13.34083499999997,True
2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,2017-05-12_cell_000,0,7,1190.0,3.6C(80%)-3.6C,1.0739917,1.073922,0.016599579,35.61565,31.900562096745,29.564377,13.34019833333332,False
2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,2017-05-12_cell_000,0,8,1190.0,3.6C(80%)-3.6C,1.0743741,1.0741584,0.0165938875,35.546783,31.92166784685496,29.62863,13.425441666666666,True
2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,2017-05-12_cell_000,0,9,1190.0,3.6C(80%)-3.6C,1.0744922,1.0743366,0.016588196,35.539406,31.870082320070754,29.597345,13.42519000000005,False
2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,2017-05-12_cell_000,0,10,1190.0,3.6C(80%)-3.6C,1.0745373,1.0743531,0.016572181,35.499729,31.841052676106166,29.687315,13.42563333333334,False
2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,2017-05-12_cell_000,0,11,1190.0,3.6C(80%)-3.6C,1.0747814,1.0746447,0.016564831,35.486984,31.811381731685728,29.509727,13.340996666666737,False
2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,2017-05-12_cell_000,0,12,1190.0,3.6C(80%)-3.6C,1.0743041500000001,1.07283325,0.0165972625,35.443386000000004,31.676294598593962,29.012251,13.341273333333326,True
2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,2017-05-12_cell_000,0,13,1190.0,3.6C(80%)-3.6C,1.0738269,1.0710218,0.016629694,35.399788,31.5412074655022,29.126949,13.341906666666667,False
2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,2017-05-12_cell_000,0,14,1190.0,3.6C(80%)-3.6C,1.0750562,1.0734307,0.016623681,35.361366,31.554487467264536,29.173849,13.425951666666515,False
2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,2017-05-12_cell_000,0,15,1190.0,3.6C(80%)-3.6C,1.0730921,1.0745616,0.016606225,35.380379,31.60416723916967,29.232649,13.425368333333365,False
2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,2017-05-12_cell_000,0,16,1190.0,3.6C(80%)-3.6C,1.0758405,1.0752127,0.016644137,35.396084,31.626640685333328,29.425863,13.341238333333362,False
2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,2017-05-12_cell_000,0,17,1190.0,3.6C(80%)-3.6C,1.07602015,1.0735142,0.016638549,35.421181,31.56672500361993,29.445898,13.461158333333394,True
2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,2017-05-12_cell_000,0,18,1190.0,3.6C(80%)-3.6C,1.0761998,1.075841,0.016635945,35.421665,31.610988598720265,29.336567,13.428950000000137,False
2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,2017-05-12_cell_000,0,19,1190.0,3.6C(80%)-3.6C,1.0761871,1.075995,0.016622188,35.282478,31.563843511353305,29.438148,13.42597666666649,False
2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,2017-05-12_cell_000,0,20,1190.0,3.6C(80%)-3.6C,1.0764284,1.0751143,0.016603719,35.215897,31.581725207111127,29.490742,13.35776333333318,False
2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,2017-05-12_cell_000,0,21,1190.0,3.6C(80%)-3.6C,1.0765469,1.07526,0.016579002,35.270439,31.56066323885912,29.550705,13.442670000000119,False
2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,2017-05-12_cell_000,0,22,1190.0,3.6C(80%)-3.6C,1.0766536,1.076412,0.016572117499999997,35.203217,31.608153900709215,29.4840545,13.34155166666654,True
2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,2017-05-12_cell_000,0,23,1190.0,3.6C(80%)-3.6C,1.0766355,1.0764353,0.016565233,35.17334,31.644954582887834,29.417404,13.425559999999921,False
2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,2017-05-12_cell_000,0,24,1190.0,3.6C(80%)-3.6C,1.07664245,1.0765072,0.016568111,35.262707,31.606933999116603,29.331137,13.4254866666665,True
2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,2017-05-12_cell_000,0,25,1190.0,3.6C(80%)-3.6C,1.0766494,1.0764282,0.016572051,35.29155,31.616244551351414,29.268419,13.341149999999955,False
