file_name,batch_name,cell_uid,cell_local_id,cycle,cycle_life,charging_policy,QDischarge,QCharge,IR,Tmax,Tavg,Tmin,chargetime,was_imputed
2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,2018-04-12_cell_000,0,1,1009.0,5C(67%)-4C-newstructure,1.0665728,1.0660903,0.015434842,33.433834,32.10660604993088,30.830271980372153,10.043408333333355,True
2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,2018-04-12_cell_000,0,2,1009.0,5C(67%)-4C-newstructure,1.0674551,1.0669638,0.015398955,33.40396401926802,32.10660604993088,30.779943,10.043255000000014,False
2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,2018-04-12_cell_000,0,3,1009.0,5C(67%)-4C-newstructure,1.0682849,1.0676115,0.015365343,33.325268,32.088510860270894,30.82474570476282,10.0429638888889,True
2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,2018-04-12_cell_000,0,4,1009.0,5C(67%)-4C-newstructure,1.0687084,1.0681635,0.015326312,33.30420163391041,32.08630564607128,30.804544,10.042672777777787,True
2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,2018-04-12_cell_000,0,5,1009.0,5C(67%)-4C-newstructure,1.0690936,1.0686951,0.015308817,33.305015755940275,32.07336549336083,30.791834,10.042381666666673,True
2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,2018-04-12_cell_000,0,6,1009.0,5C(67%)-4C-newstructure,1.069415,1.0689446,0.01530217,33.30582987797013,32.060425340650376,30.762972975439887,10.042008333333312,True
2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,2018-04-12_cell_000,0,7,1009.0,5C(67%)-4C-newstructure,1.0697305,1.0693917,0.015286352,33.306644,32.04748518793993,30.734111950879768,10.04137833333322,False
2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,2018-04-12_cell_000,0,8,1009.0,5C(67%)-4C-newstructure,1.0699873,1.0695196,0.015268068,33.364696850966716,32.07064437622003,30.738612044203418,10.042216666666597,False
2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,2018-04-12_cell_000,0,9,1009.0,5C(67%)-4C-newstructure,1.0702369,1.069904,0.015264428,33.365837,32.073434279763845,30.760094673877806,10.044023333333461,True
2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,2018-04-12_cell_000,0,10,1009.0,5C(67%)-4C-newstructure,1.0704191,1.0700208,0.015249968,33.3208675,32.07622418330766,30.71139725898693,10.042508333333293,True
2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,2018-04-12_cell_000,0,11,1009.0,5C(67%)-4C-newstructure,1.0704424,1.0700408,0.015245876,33.275898,32.05302218406398,30.760019421295517,10.043573333333189,True
2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,2018-04-12_cell_000,0,12,1009.0,5C(67%)-4C-newstructure,1.07050395,1.0701183333333333,0.015248851,33.35957172963733,32.07500132481341,30.8086415836041,10.04334333333342,True
2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,2018-04-12_cell_000,0,13,1009.0,5C(67%)-4C-newstructure,1.0705655,1.0701958666666667,0.015266261,33.415989,32.04577780872172,30.762475572038806,10.042280000000028,True
2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,2018-04-12_cell_000,0,14,1009.0,5C(67%)-4C-newstructure,1.0705858,1.0702734,0.015255359999999999,33.4110165,32.05333737975778,30.68419134720416,10.041485000000103,True
2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,2018-04-12_cell_000,0,15,1009.0,5C(67%)-4C-newstructure,1.0706061,1.0702846,0.015244459,33.406044,32.06089695079383,30.73822617360208,10.042688333333354,True
2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,2018-04-12_cell_000,0,16,1009.0,5C(67%)-4C-newstructure,1.0706449,1.0702916,0.015223186,33.412762,32.12127117190491,30.792261,10.041609999999734,False
2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,2018-04-12_cell_000,0,17,1009.0,5C(67%)-4C-newstructure,1.0707958,1.0704415,0.015222546,33.459883756722306,32.12448026874344,30.787539,10.04158083333338,True
2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,2018-04-12_cell_000,0,18,1009.0,5C(67%)-4C-newstructure,1.0708847,1.0704511,0.015215904,33.446579,32.13540522845322,30.796167580927907,10.041551666667026,False
2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,2018-04-12_cell_000,0,19,1009.0,5C(67%)-4C-newstructure,1.0707641,1.0704817,0.015215214000000001,33.373062,32.10917497709882,30.780483,10.041628333332968,True
2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,2018-04-12_cell_000,0,20,1009.0,5C(67%)-4C-newstructure,1.0708299,1.0704887,0.015214524,33.42228989499811,32.092737031014096,30.785629,10.04221333333359,False
2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,2018-04-12_cell_000,0,21,1009.0,5C(67%)-4C-newstructure,1.0708976,1.0705096666666667,0.015214553,33.488914,32.16168300645796,30.856251593326302,10.041878333333687,True
2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,2018-04-12_cell_000,0,22,1009.0,5C(67%)-4C-newstructure,1.070961,1.0705306333333333,0.015208417,33.46367225440449,32.177294325503524,30.845882,10.041954999999628,True
2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,2018-04-12_cell_000,0,23,1009.0,5C(67%)-4C-newstructure,1.0708232,1.0705516,0.01521696,33.52417,32.16025769498193,30.838619986412557,10.04220000000011,False
2018-04-12_batchdata_updated_struct_errorcorrect.mat,2018-04-12,2018-04-12_cell_000,0,24,1009.0,5C(67%)-4C-newstructure,1.0707259,1.07053745,0.01520474,33.476624,32.13330360415269,30.819467098623623,10.042539999999766,True
